YEAR,COUNTRY,STATE/PROVINCE,SPECIES_CODE,COMMON_NAME,INVASIVE,TOTAL_COUNTED,AVERAGE_COUNTED,LOCATIONS
1987,US,NJ,tuftit,Tufted Titmouse,0,6.0,2.0,1
1987,US,NJ,houspa,House Sparrow,1,195.0,39.0,1
1987,US,NJ,houfin,House Finch,0,38.0,7.6,1
1987,US,NJ,eursta,European Starling,1,61.0,12.2,1
1987,US,NJ,dowwoo,Downy Woodpecker,0,7.0,1.75,1
1987,US,NJ,bkcchi,Black-capped Chickadee,0,2.0,1.0,1
1988,CA,AB,bkcchi,Black-capped Chickadee,0,301.0,6.688888888888889,19
1988,CA,PE,haiwoo,Hairy Woodpecker,0,16.0,1.7777777777777777,3
1988,CA,PE,eursta,European Starling,1,77.0,12.833333333333334,5
1988,US,MS,brncre,Brown Creeper,0,15.0,2.5,2
1988,US,MS,bnhnut,Brown-headed Nuthatch,0,21.0,3.0,3
1988,US,MS,bkcchi,Black-capped Chickadee,0,59.0,9.833333333333334,2
1988,CA,MB,bkcchi,Black-capped Chickadee,0,103.0,3.433333333333333,11
1988,CA,PE,bkcchi,Black-capped Chickadee,0,97.0,4.041666666666667,8
1988,CA,PE,houspa,House Sparrow,1,83.0,16.6,3
1988,CA,MB,borchi2,Boreal Chickadee,0,1.0,1.0,1
1988,CA,MB,dowwoo,Downy Woodpecker,0,25.0,1.3888888888888888,9
1988,CA,PE,dowwoo,Downy Woodpecker,0,8.0,1.6,2
1988,CA,PE,whbnut,White-breasted Nuthatch,0,4.0,1.3333333333333333,1
1988,CA,NS,haiwoo,Hairy Woodpecker,0,16.0,1.0,6
1988,CA,NS,houspa,House Sparrow,1,1014.0,24.142857142857142,15
1988,CA,MB,eursta,European Starling,1,34.0,4.857142857142857,3
1988,CA,NS,eursta,European Starling,1,776.0,18.926829268292682,19
1988,CA,NS,dowwoo,Downy Woodpecker,0,27.0,1.125,13
1988,CA,NS,bkcchi,Black-capped Chickadee,0,376.0,4.585365853658536,26
1988,US,MS,carchi,Carolina Chickadee,0,198.0,3.413793103448276,23
1988,US,TX,yebsap,Yellow-bellied Sapsucker,0,11.0,1.1,7
1988,US,TX,y00033,Carolina/Black-capped Chickadee,0,40.0,4.444444444444445,5
1988,US,TX,winwre3,Winter Wren,0,17.0,2.4285714285714284,3
1988,US,TX,whbnut,White-breasted Nuthatch,0,10.0,1.1111111111111112,5
1988,US,TX,tuftit,Tufted Titmouse,0,472.0,2.6222222222222222,70
1988,CA,NS,whbnut,White-breasted Nuthatch,0,14.0,1.4,5
1988,CA,MB,haiwoo,Hairy Woodpecker,0,21.0,1.5,6
1988,US,FL,yebsap,Yellow-bellied Sapsucker,0,2.0,1.0,2
1988,CA,MB,norfli,Northern Flicker,0,2.0,1.0,1
1988,US,MO,carwre,Carolina Wren,0,21.0,1.3125,9
1988,US,MO,dowwoo,Downy Woodpecker,0,224.0,1.8983050847457628,44
1988,US,MO,easblu,Eastern Bluebird,0,38.0,3.1666666666666665,6
1988,US,MO,eursta,European Starling,1,762.0,13.607142857142858,29
1988,US,MO,eutspa,Eurasian Tree Sparrow,1,102.0,6.375,5
1988,US,MO,haiwoo,Hairy Woodpecker,0,42.0,1.3125,16
1988,US,MO,houfin,House Finch,0,59.0,3.1052631578947367,8
1988,US,MO,houspa,House Sparrow,1,2705.0,20.492424242424242,44
1988,US,MO,labwoo,Ladder-backed Woodpecker,0,1.0,1.0,1
1988,US,MO,lewwoo,Lewis's Woodpecker,0,2.0,2.0,1
1988,US,MO,norfli,Northern Flicker,0,48.0,1.5,16
1988,US,MO,rebwoo,Red-bellied Woodpecker,0,162.0,2.050632911392405,30
1988,US,MO,rehwoo,Red-headed Woodpecker,0,6.0,1.5,2
1988,US,MO,tuftit,Tufted Titmouse,0,361.0,3.1120689655172415,42
1988,US,MO,whbnut,White-breasted Nuthatch,0,118.0,1.873015873015873,28
1988,US,MO,y00033,Carolina/Black-capped Chickadee,0,58.0,3.8666666666666667,7
1988,US,MO,y00326,Oak/Juniper Titmouse (Plain Titmouse),0,7.0,2.3333333333333335,3
1988,US,MO,yebsap,Yellow-bellied Sapsucker,0,8.0,1.0,5
1988,US,FL,rehwoo,Red-headed Woodpecker,0,2.0,1.0,2
1988,US,FL,tuftit,Tufted Titmouse,0,224.0,2.574712643678161,38
1988,US,FL,whbnut,White-breasted Nuthatch,0,7.0,1.1666666666666667,4
1988,US,FL,winwre3,Winter Wren,0,1.0,1.0,1
1988,US,FL,y00326,Oak/Juniper Titmouse (Plain Titmouse),0,10.0,2.5,3
1988,US,TX,rehwoo,Red-headed Woodpecker,0,1.0,1.0,1
1988,CA,MB,whbnut,White-breasted Nuthatch,0,44.0,1.76,10
1988,CA,MB,houspa,House Sparrow,1,728.0,18.666666666666668,14
1988,US,TX,rebwoo,Red-bellied Woodpecker,0,75.0,1.4150943396226414,24
1988,US,TX,norfli,Northern Flicker,0,27.0,1.125,15
1988,US,TX,labwoo,Ladder-backed Woodpecker,0,19.0,1.4615384615384615,9
1988,US,CA,eursta,European Starling,1,86.0,5.0588235294117645,10
1988,US,CA,eutspa,Eurasian Tree Sparrow,1,6.0,2.0,1
1988,US,CA,haiwoo,Hairy Woodpecker,0,4.0,1.0,2
1988,US,CA,houfin,House Finch,0,5917.0,12.807359307359308,153
1988,US,CA,houspa,House Sparrow,1,3352.0,12.793893129770993,91
1988,US,CA,houwre,House Wren,0,9.0,1.2857142857142858,3
1988,US,CA,mouchi,Mountain Chickadee,0,19.0,2.111111111111111,3
1988,US,CA,norfli,Northern Flicker,0,72.0,1.3333333333333333,28
1988,US,CA,nutwoo,Nuttall's Woodpecker,0,53.0,1.325,17
1988,US,CA,oaktit,Oak Titmouse,0,308.0,1.7803468208092486,65
1988,US,CA,pygnut,Pygmy Nuthatch,0,32.0,3.2,3
1988,US,CA,tuftit,Tufted Titmouse,0,5.0,1.6666666666666667,3
1988,US,CA,wesblu,Western Bluebird,0,2.0,2.0,1
1988,US,CA,dowwoo,Downy Woodpecker,0,25.0,1.0869565217391304,12
1988,US,CA,whbnut,White-breasted Nuthatch,0,153.0,1.7790697674418605,36
1988,US,CT,yebsap,Yellow-bellied Sapsucker,0,2.0,2.0,1
1988,US,CT,y00326,Oak/Juniper Titmouse (Plain Titmouse),0,21.0,4.2,4
1988,US,CT,y00033,Carolina/Black-capped Chickadee,0,58.0,11.6,2
1988,US,CT,winwre3,Winter Wren,0,1.0,1.0,1
1988,US,CT,whbnut,White-breasted Nuthatch,0,397.0,1.7566371681415929,81
1988,US,CT,tuftit,Tufted Titmouse,0,887.0,3.4784313725490197,91
1988,US,CT,rebwoo,Red-bellied Woodpecker,0,67.0,1.046875,26
1988,US,CT,norfli,Northern Flicker,0,13.0,1.0833333333333333,9
1988,US,CT,houspa,House Sparrow,1,1353.0,11.275,44
1988,US,CT,houfin,House Finch,0,3228.0,14.034782608695652,82
1988,US,CT,haiwoo,Hairy Woodpecker,0,109.0,1.2674418604651163,39
1988,US,CT,eursta,European Starling,1,765.0,8.5,43
1988,US,CT,easblu,Eastern Bluebird,0,1.0,1.0,1
1988,US,CA,yebsap,Yellow-bellied Sapsucker,0,3.0,1.0,2
1988,US,MO,carchi,Carolina Chickadee,0,183.0,4.066666666666666,16
1988,US,CA,chbchi,Chestnut-backed Chickadee,0,357.0,3.1315789473684212,42
1988,US,CA,bkcchi,Black-capped Chickadee,0,4.0,1.0,2
1988,US,TX,juntit1,Juniper Titmouse,0,9.0,2.25,3
1988,US,TX,houwre,House Wren,0,52.0,4.7272727272727275,4
1988,US,TX,houspa,House Sparrow,1,5120.0,23.167420814479637,77
1988,US,TX,houfin,House Finch,0,631.0,11.90566037735849,20
1988,US,TX,haiwoo,Hairy Woodpecker,0,3.0,1.5,2
1988,US,TX,gofwoo,Golden-fronted Woodpecker,0,49.0,1.6896551724137931,11
1988,US,TX,eursta,European Starling,1,213.0,6.264705882352941,19
1988,US,TX,easblu,Eastern Bluebird,0,127.0,6.35,14
1988,US,TX,dowwoo,Downy Woodpecker,0,47.0,1.46875,16
1988,US,TX,carwre,Carolina Wren,0,83.0,1.4821428571428572,29
1988,US,TX,carchi,Carolina Chickadee,0,569.0,2.9329896907216493,71
1988,US,TX,brncre,Brown Creeper,0,1.0,1.0,1
1988,US,TX,bkcchi,Black-capped Chickadee,0,73.0,2.92,12
1988,US,CA,brncre,Brown Creeper,0,3.0,1.0,2
1988,US,TX,bewwre,Bewick's Wren,0,52.0,2.1666666666666665,12
1988,US,MS,dowwoo,Downy Woodpecker,0,8.0,1.3333333333333333,3
1988,US,MS,eursta,European Starling,1,1.0,1.0,1
1988,US,MS,houfin,House Finch,0,5.0,1.6666666666666667,3
1988,US,MS,houspa,House Sparrow,1,477.0,14.029411764705882,12
1988,US,MS,labwoo,Ladder-backed Woodpecker,0,1.0,1.0,1
1988,US,MS,norfli,Northern Flicker,0,5.0,1.25,4
1988,US,MS,rebwoo,Red-bellied Woodpecker,0,35.0,1.6666666666666667,11
1988,US,MS,tuftit,Tufted Titmouse,0,256.0,4.0,27
1988,US,MS,whbnut,White-breasted Nuthatch,0,19.0,6.333333333333333,1
1988,US,MS,y00033,Carolina/Black-capped Chickadee,0,58.0,5.8,4
1988,US,MS,y00326,Oak/Juniper Titmouse (Plain Titmouse),0,3.0,1.5,2
1988,US,MS,yebsap,Yellow-bellied Sapsucker,0,3.0,1.0,3
1988,US,CA,bewwre,Bewick's Wren,0,61.0,1.196078431372549,24
1988,US,MS,carwre,Carolina Wren,0,57.0,1.9655172413793103,16
1988,US,MO,brncre,Brown Creeper,0,9.0,1.2857142857142858,6
1988,US,ID,chbchi,Chestnut-backed Chickadee,0,4.0,1.0,1
1988,US,ID,bkcchi,Black-capped Chickadee,0,72.0,3.272727272727273,7
1988,US,IL,eursta,European Starling,1,2274.0,8.007042253521126,120
1988,US,IL,easblu,Eastern Bluebird,0,9.0,1.8,2
1988,US,IL,dowwoo,Downy Woodpecker,0,565.0,1.7993630573248407,113
1988,US,IL,carwre,Carolina Wren,0,41.0,1.2424242424242424,17
1988,US,IL,carchi,Carolina Chickadee,0,107.0,5.631578947368421,8
1988,US,IL,bkcchi,Black-capped Chickadee,0,1204.0,3.401129943502825,125
1988,US,WY,mouchi,Mountain Chickadee,0,19.0,2.375,3
1988,US,WY,norfli,Northern Flicker,0,12.0,2.4,2
1988,US,MN,bkcchi,Black-capped Chickadee,0,1800.0,5.013927576601671,119
1988,US,MN,borchi2,Boreal Chickadee,0,4.0,2.0,1
1988,US,MN,brncre,Brown Creeper,0,19.0,1.1176470588235294,8
1988,US,MN,dowwoo,Downy Woodpecker,0,463.0,1.6775362318840579,96
1988,US,IL,eutspa,Eurasian Tree Sparrow,1,75.0,7.5,4
1988,US,MN,eursta,European Starling,1,601.0,5.414414414414415,44
1988,US,MN,houfin,House Finch,0,57.0,5.7,5
1988,US,MN,houspa,House Sparrow,1,4998.0,20.567901234567902,87
1988,US,MN,labwoo,Ladder-backed Woodpecker,0,3.0,1.0,1
1988,US,MN,mouchi,Mountain Chickadee,0,5.0,5.0,1
1988,US,MN,norfli,Northern Flicker,0,2.0,1.0,2
1988,US,MN,rebwoo,Red-bellied Woodpecker,0,82.0,1.025,35
1988,US,MN,whbnut,White-breasted Nuthatch,0,519.0,1.8669064748201438,101
1988,US,MN,y00033,Carolina/Black-capped Chickadee,0,6.0,3.0,2
1988,US,NM,whbnut,White-breasted Nuthatch,0,7.0,1.4,3
1988,US,NM,tuftit,Tufted Titmouse,0,4.0,2.0,1
1988,US,NM,pygnut,Pygmy Nuthatch,0,3.0,1.5,1
1988,US,NM,norfli,Northern Flicker,0,35.0,1.4583333333333333,15
1988,US,MN,haiwoo,Hairy Woodpecker,0,342.0,1.4369747899159664,84
1988,US,IL,haiwoo,Hairy Woodpecker,0,177.0,1.5258620689655173,50
1988,CA,QC,borchi2,Boreal Chickadee,0,15.0,3.75,3
1988,CA,QC,brncre,Brown Creeper,0,4.0,1.0,4
1988,US,MI,yebsap,Yellow-bellied Sapsucker,0,1.0,1.0,1
1988,US,OR,bewwre,Bewick's Wren,0,10.0,1.0,6
1988,US,OR,bkcchi,Black-capped Chickadee,0,462.0,4.052631578947368,40
1988,US,OR,borchi2,Boreal Chickadee,0,4.0,4.0,1
1988,US,OR,chbchi,Chestnut-backed Chickadee,0,271.0,4.234375,25
1988,US,OR,dowwoo,Downy Woodpecker,0,9.0,1.125,6
1988,US,OR,eursta,European Starling,1,610.0,16.486486486486488,19
1988,US,OR,haiwoo,Hairy Woodpecker,0,4.0,1.3333333333333333,1
1988,US,OR,houfin,House Finch,0,2068.0,14.985507246376812,48
1988,US,OR,houspa,House Sparrow,1,1246.0,15.974358974358974,31
1988,US,OR,mouchi,Mountain Chickadee,0,22.0,3.6666666666666665,2
1988,US,OR,norfli,Northern Flicker,0,76.0,1.4615384615384615,26
1988,CA,BC,bkcchi,Black-capped Chickadee,0,402.0,6.090909090909091,25
1988,CA,BC,brncre,Brown Creeper,0,2.0,1.0,2
1988,CA,BC,chbchi,Chestnut-backed Chickadee,0,68.0,4.533333333333333,7
1988,CA,BC,dowwoo,Downy Woodpecker,0,58.0,1.6111111111111112,13
1988,CA,BC,eursta,European Starling,1,208.0,10.4,13
1988,CA,BC,haiwoo,Hairy Woodpecker,0,42.0,1.75,8
1988,CA,BC,houfin,House Finch,0,728.0,14.857142857142858,20
1988,CA,BC,houspa,House Sparrow,1,70.0,4.117647058823529,11
1988,CA,BC,mouchi,Mountain Chickadee,0,78.0,4.875,6
1988,CA,BC,norfli,Northern Flicker,0,42.0,1.4,16
1988,CA,BC,pygnut,Pygmy Nuthatch,0,15.0,5.0,1
1988,US,OR,oaktit,Oak Titmouse,0,3.0,1.0,1
1988,US,OR,whbnut,White-breasted Nuthatch,0,30.0,2.142857142857143,6
1988,US,OR,y00033,Carolina/Black-capped Chickadee,0,8.0,2.0,3
1988,CA,QC,dowwoo,Downy Woodpecker,0,146.0,2.8076923076923075,26
1988,CA,SK,y00033,Carolina/Black-capped Chickadee,0,18.0,4.5,1
1988,US,MO,bkcchi,Black-capped Chickadee,0,300.0,3.2967032967032965,33
1988,CA,SK,whbnut,White-breasted Nuthatch,0,31.0,1.631578947368421,6
1988,CA,SK,haiwoo,Hairy Woodpecker,0,23.0,1.4375,6
1988,US,UT,houspa,House Sparrow,1,525.0,18.75,10
1988,US,UT,houfin,House Finch,0,1151.0,25.02173913043478,14
1988,US,UT,eursta,European Starling,1,127.0,11.545454545454545,6
1988,US,UT,dowwoo,Downy Woodpecker,0,4.0,1.0,2
1988,US,UT,bkcchi,Black-capped Chickadee,0,120.0,3.75,10
1988,US,AZ,houfin,House Finch,0,1437.0,14.515151515151516,34
1988,US,AZ,houspa,House Sparrow,1,1378.0,17.443037974683545,28
1988,US,AZ,juntit1,Juniper Titmouse,0,4.0,1.0,2
1988,US,AZ,labwoo,Ladder-backed Woodpecker,0,2.0,1.0,2
1988,US,AZ,lewwoo,Lewis's Woodpecker,0,2.0,2.0,1
1988,US,AZ,mouchi,Mountain Chickadee,0,9.0,1.5,4
1988,US,AZ,norfli,Northern Flicker,0,35.0,1.4,12
1988,US,UT,mouchi,Mountain Chickadee,0,11.0,1.8333333333333333,2
1988,US,AZ,pygnut,Pygmy Nuthatch,0,24.0,2.6666666666666665,5
1988,US,AZ,whbnut,White-breasted Nuthatch,0,29.0,1.7058823529411764,6
1988,US,FL,norfli,Northern Flicker,0,42.0,1.6153846153846154,12
1988,US,FL,rebwoo,Red-bellied Woodpecker,0,206.0,1.5036496350364963,56
1988,US,ID,norfli,Northern Flicker,0,26.0,2.3636363636363638,5
1988,US,ID,mouchi,Mountain Chickadee,0,15.0,1.3636363636363635,4
1988,US,ID,houspa,House Sparrow,1,393.0,30.23076923076923,6
1988,US,ID,houfin,House Finch,0,411.0,19.571428571428573,9
1988,US,ID,haiwoo,Hairy Woodpecker,0,9.0,2.25,1
1988,US,ID,eursta,European Starling,1,47.0,9.4,3
1988,US,ID,dowwoo,Downy Woodpecker,0,10.0,1.1111111111111112,5
1988,US,CT,dowwoo,Downy Woodpecker,0,464.0,2.0,86
1988,US,ID,brncre,Brown Creeper,0,5.0,1.6666666666666667,2
1988,US,AZ,tuftit,Tufted Titmouse,0,1.0,1.0,1
1988,US,UT,norfli,Northern Flicker,0,14.0,1.4,5
1988,US,FL,mouchi,Mountain Chickadee,0,3.0,3.0,1
1988,US,FL,houwre,House Wren,0,1.0,1.0,1
1988,CA,SK,dowwoo,Downy Woodpecker,0,24.0,1.411764705882353,6
1988,CA,SK,bkcchi,Black-capped Chickadee,0,125.0,4.62962962962963,10
1988,US,AZ,bewwre,Bewick's Wren,0,2.0,1.0,1
1988,US,AZ,britit,Bridled Titmouse,0,24.0,1.7142857142857142,5
1988,US,AZ,carwre,Carolina Wren,0,1.0,1.0,1
1988,US,AZ,eursta,European Starling,1,10.0,1.6666666666666667,4
1988,US,AZ,haiwoo,Hairy Woodpecker,0,9.0,1.0,4
1988,US,NM,mouchi,Mountain Chickadee,0,28.0,3.5,3
1988,US,NM,labwoo,Ladder-backed Woodpecker,0,1.0,1.0,1
1988,US,NM,juntit1,Juniper Titmouse,0,15.0,3.0,4
1988,US,NM,houspa,House Sparrow,1,1807.0,60.233333333333334,10
1988,US,NM,houfin,House Finch,0,985.0,18.24074074074074,18
1988,US,NM,haiwoo,Hairy Woodpecker,0,3.0,1.0,1
1988,US,NM,eursta,European Starling,1,1.0,1.0,1
1988,US,NM,dowwoo,Downy Woodpecker,0,2.0,1.0,2
1988,US,NM,bkcchi,Black-capped Chickadee,0,10.0,1.4285714285714286,3
1988,US,NM,bewwre,Bewick's Wren,0,2.0,1.0,2
1988,CA,QC,bnhnut,Brown-headed Nuthatch,0,1.0,1.0,1
1988,CA,QC,bkcchi,Black-capped Chickadee,0,671.0,6.846938775510204,49
1988,US,FL,bkcchi,Black-capped Chickadee,0,12.0,6.0,2
1988,US,FL,bnhnut,Brown-headed Nuthatch,0,5.0,1.6666666666666667,2
1988,US,FL,carchi,Carolina Chickadee,0,112.0,2.036363636363636,28
1988,US,FL,carwre,Carolina Wren,0,56.0,1.435897435897436,19
1988,US,FL,dowwoo,Downy Woodpecker,0,25.0,1.3157894736842106,11
1988,US,FL,easblu,Eastern Bluebird,0,36.0,3.6,5
1988,US,FL,eursta,European Starling,1,116.0,8.285714285714286,6
1988,US,FL,houspa,House Sparrow,1,667.0,7.755813953488372,30
1988,CA,SK,houspa,House Sparrow,1,942.0,32.48275862068966,9
1988,US,CT,carwre,Carolina Wren,0,58.0,1.288888888888889,22
1988,US,PA,bnhnut,Brown-headed Nuthatch,0,3.0,1.5,2
1988,US,PA,bkcchi,Black-capped Chickadee,0,3042.0,4.3210227272727275,241
1988,US,SC,tuftit,Tufted Titmouse,0,276.0,3.2093023255813953,31
1988,US,SC,rebwoo,Red-bellied Woodpecker,0,42.0,1.2727272727272727,15
1988,US,SC,norfli,Northern Flicker,0,22.0,2.75,4
1988,US,SC,houspa,House Sparrow,1,224.0,8.615384615384615,12
1988,US,SC,houfin,House Finch,0,510.0,10.851063829787234,17
1988,US,SC,haiwoo,Hairy Woodpecker,0,3.0,1.0,2
1988,US,SC,eursta,European Starling,1,19.0,3.8,4
1988,US,SC,easblu,Eastern Bluebird,0,29.0,3.2222222222222223,6
1988,US,SC,dowwoo,Downy Woodpecker,0,40.0,1.3793103448275863,13
1988,US,SC,carwre,Carolina Wren,0,49.0,1.4,18
1988,US,SC,carchi,Carolina Chickadee,0,237.0,3.16,29
1988,US,SC,brncre,Brown Creeper,0,5.0,1.0,2
1988,US,SC,whbnut,White-breasted Nuthatch,0,19.0,1.5833333333333333,4
1988,US,SC,bnhnut,Brown-headed Nuthatch,0,31.0,2.066666666666667,7
1988,US,NH,houfin,House Finch,0,462.0,8.105263157894736,25
1988,US,NH,haiwoo,Hairy Woodpecker,0,165.0,1.4732142857142858,42
1988,US,NH,eursta,European Starling,1,210.0,5.833333333333333,18
1988,US,NH,dowwoo,Downy Woodpecker,0,272.0,1.8888888888888888,52
1988,US,NH,brncre,Brown Creeper,0,16.0,1.2307692307692308,11
1988,US,NH,bkcchi,Black-capped Chickadee,0,1402.0,7.08080808080808,61
1988,US,GA,bewwre,Bewick's Wren,0,1.0,1.0,1
1988,US,GA,bkcchi,Black-capped Chickadee,0,23.0,3.2857142857142856,4
1988,US,GA,bnhnut,Brown-headed Nuthatch,0,92.0,1.84,27
1988,US,GA,brncre,Brown Creeper,0,14.0,1.0769230769230769,9
1988,US,GA,carchi,Carolina Chickadee,0,492.0,3.01840490797546,56
1988,US,CO,bewwre,Bewick's Wren,0,3.0,1.0,2
1988,US,SC,bkcchi,Black-capped Chickadee,0,53.0,5.888888888888889,5
1988,US,CO,bkcchi,Black-capped Chickadee,0,247.0,2.2660550458715596,44
1988,US,SC,y00033,Carolina/Black-capped Chickadee,0,12.0,6.0,2
1988,US,SC,yebsap,Yellow-bellied Sapsucker,0,12.0,1.2,3
1988,US,NJ,brncre,Brown Creeper,0,20.0,1.0,12
1988,US,NJ,bkcchi,Black-capped Chickadee,0,999.0,3.0090361445783134,119
1988,CA,NL,norfli,Northern Flicker,0,7.0,2.3333333333333335,1
1988,CA,NL,houspa,House Sparrow,1,57.0,19.0,1
1988,CA,NL,eursta,European Starling,1,202.0,40.4,2
1988,CA,NL,dowwoo,Downy Woodpecker,0,1.0,1.0,1
1988,CA,NL,borchi2,Boreal Chickadee,0,4.0,2.0,1
1988,CA,NL,bkcchi,Black-capped Chickadee,0,15.0,3.0,2
1988,US,NH,y00326,Oak/Juniper Titmouse (Plain Titmouse),0,6.0,2.0,3
1988,US,CT,brncre,Brown Creeper,0,24.0,1.0,15
1988,US,CT,borchi2,Boreal Chickadee,0,7.0,3.5,2
1988,US,CT,bkcchi,Black-capped Chickadee,0,1162.0,4.335820895522388,89
1988,US,SC,y00326,Oak/Juniper Titmouse (Plain Titmouse),0,2.0,2.0,1
1988,US,NH,whbnut,White-breasted Nuthatch,0,257.0,1.6369426751592357,53
1988,US,ND,bkcchi,Black-capped Chickadee,0,102.0,3.642857142857143,10
1988,US,ND,dowwoo,Downy Woodpecker,0,13.0,1.0833333333333333,5
1988,US,ND,eursta,European Starling,1,39.0,4.333333333333333,4
1988,US,ND,haiwoo,Hairy Woodpecker,0,15.0,1.1538461538461537,6
1988,US,ND,houfin,House Finch,0,7.0,3.5,1
1988,US,ND,houspa,House Sparrow,1,2112.0,58.666666666666664,12
1988,US,ND,norfli,Northern Flicker,0,2.0,1.0,2
1988,US,ND,whbnut,White-breasted Nuthatch,0,43.0,1.9545454545454546,9
1988,US,NH,rehwoo,Red-headed Woodpecker,0,3.0,1.0,1
1988,US,NH,pygnut,Pygmy Nuthatch,0,3.0,1.5,1
1988,US,NH,norfli,Northern Flicker,0,3.0,1.0,1
1988,US,NH,houspa,House Sparrow,1,343.0,9.27027027027027,17
1988,US,NH,tuftit,Tufted Titmouse,0,293.0,2.5042735042735043,43
1988,US,CO,bnhnut,Brown-headed Nuthatch,0,1.0,1.0,1
1988,US,CO,brncre,Brown Creeper,0,4.0,1.0,3
1988,US,CO,carchi,Carolina Chickadee,0,2.0,2.0,1
1988,US,NE,haiwoo,Hairy Woodpecker,0,55.0,1.71875,14
1988,US,NE,houfin,House Finch,0,43.0,10.75,2
1988,US,NE,houspa,House Sparrow,1,2595.0,35.54794520547945,26
1988,US,NE,norfli,Northern Flicker,0,25.0,1.5625,9
1988,US,NE,rebwoo,Red-bellied Woodpecker,0,47.0,1.3055555555555556,14
1988,US,NE,tuftit,Tufted Titmouse,0,37.0,2.0555555555555554,6
1988,US,NE,whbnut,White-breasted Nuthatch,0,97.0,1.9795918367346939,19
1988,US,NE,y00326,Oak/Juniper Titmouse (Plain Titmouse),0,1.0,1.0,1
1988,US,NE,yebsap,Yellow-bellied Sapsucker,0,3.0,1.0,2
1988,US,GA,norfli,Northern Flicker,0,12.0,1.3333333333333333,8
1988,US,GA,rebwoo,Red-bellied Woodpecker,0,126.0,1.2475247524752475,43
1988,US,RI,yebsap,Yellow-bellied Sapsucker,0,1.0,1.0,1
1988,US,NE,eursta,European Starling,1,627.0,14.581395348837209,22
1988,US,RI,whbnut,White-breasted Nuthatch,0,19.0,1.4615384615384615,5
1988,US,RI,norfli,Northern Flicker,0,1.0,1.0,1
1988,US,RI,houspa,House Sparrow,1,48.0,3.6923076923076925,6
1988,US,RI,houfin,House Finch,0,125.0,7.8125,7
1988,US,RI,haiwoo,Hairy Woodpecker,0,2.0,1.0,2
1988,US,RI,eursta,European Starling,1,57.0,28.5,2
1988,US,RI,dowwoo,Downy Woodpecker,0,13.0,1.1818181818181819,6
1988,US,RI,carwre,Carolina Wren,0,5.0,1.0,2
1988,US,RI,brncre,Brown Creeper,0,4.0,1.3333333333333333,2
1988,US,RI,bkcchi,Black-capped Chickadee,0,77.0,4.8125,7
1988,US,RI,bewwre,Bewick's Wren,0,1.0,1.0,1
1988,US,GA,rehwoo,Red-headed Woodpecker,0,20.0,1.4285714285714286,7
1988,US,GA,tuftit,Tufted Titmouse,0,587.0,3.473372781065089,60
1988,US,RI,tuftit,Tufted Titmouse,0,48.0,3.2,7
1988,US,NE,dowwoo,Downy Woodpecker,0,128.0,1.9692307692307693,25
1988,US,NE,carwre,Carolina Wren,0,2.0,1.0,2
1988,US,NE,brncre,Brown Creeper,0,9.0,1.125,5
1988,US,CO,dowwoo,Downy Woodpecker,0,52.0,1.3,17
1988,US,CO,eursta,European Starling,1,572.0,8.537313432835822,29
1988,US,CO,haiwoo,Hairy Woodpecker,0,56.0,1.4736842105263157,15
1988,US,CO,houfin,House Finch,0,3374.0,20.083333333333332,53
1988,US,CO,houspa,House Sparrow,1,2074.0,15.712121212121213,46
1988,US,CO,juntit1,Juniper Titmouse,0,7.0,1.1666666666666667,3
1988,US,CO,lewwoo,Lewis's Woodpecker,0,2.0,1.0,1
1988,US,CO,mouchi,Mountain Chickadee,0,336.0,3.111111111111111,42
1988,US,CO,norfli,Northern Flicker,0,108.0,1.7704918032786885,28
1988,US,CO,pygnut,Pygmy Nuthatch,0,147.0,3.769230769230769,14
1988,US,CO,whbnut,White-breasted Nuthatch,0,83.0,1.537037037037037,24
1988,US,CO,y00033,Carolina/Black-capped Chickadee,0,9.0,2.25,3
1988,US,CO,yebsap,Yellow-bellied Sapsucker,0,1.0,1.0,1
1988,US,GA,carwre,Carolina Wren,0,133.0,1.4,48
1988,US,GA,dowwoo,Downy Woodpecker,0,120.0,1.5789473684210527,31
1988,US,GA,easblu,Eastern Bluebird,0,17.0,2.4285714285714284,5
1988,US,GA,eursta,European Starling,1,88.0,5.866666666666666,9
1988,US,GA,haiwoo,Hairy Woodpecker,0,5.0,1.0,3
1988,US,GA,houfin,House Finch,0,743.0,7.65979381443299,40
1988,US,GA,houspa,House Sparrow,1,733.0,15.595744680851064,18
1988,US,GA,houwre,House Wren,0,4.0,1.3333333333333333,3
1988,US,GA,yebsap,Yellow-bellied Sapsucker,0,9.0,1.0,5
1988,US,GA,y00326,Oak/Juniper Titmouse (Plain Titmouse),0,11.0,3.6666666666666665,3
1988,US,GA,y00033,Carolina/Black-capped Chickadee,0,121.0,17.285714285714285,5
1988,US,GA,winwre3,Winter Wren,0,1.0,1.0,1
1988,US,GA,whbnut,White-breasted Nuthatch,0,83.0,1.509090909090909,22
1988,US,NE,bkcchi,Black-capped Chickadee,0,318.0,3.8780487804878048,29
1988,US,NJ,carchi,Carolina Chickadee,0,188.0,3.1864406779661016,24
1988,US,NJ,carwre,Carolina Wren,0,60.0,1.3953488372093024,20
1988,US,NJ,dowwoo,Downy Woodpecker,0,511.0,1.6430868167202572,105
